"id","created_at","created_at_rounded","stage","day","hour"
"1238","0000-00-00 00:00:00","2021-02-21 13:00:00","0","Sunday","13"
"1239","0000-00-00 00:00:00","2021-02-21 14:00:00","0","Sunday","14"
"1240","0000-00-00 00:00:00","2021-02-21 15:00:00","0","Sunday","15"
"1241","0000-00-00 00:00:00","2021-02-21 16:00:00","0","Sunday","16"
"1242","0000-00-00 00:00:00","2021-02-21 17:00:00","0","Sunday","17"
"1243","0000-00-00 00:00:00","2021-02-21 18:00:00","0","Sunday","18"
"1244","0000-00-00 00:00:00","2021-02-21 19:00:00","0","Sunday","19"
"1245","0000-00-00 00:00:00","2021-02-21 20:00:00","0","Sunday","20"
"1246","0000-00-00 00:00:00","2021-02-21 21:00:00","0","Sunday","21"
"1247","0000-00-00 00:00:00","2021-02-21 22:00:00","0","Sunday","22"
"1248","0000-00-00 00:00:00","2021-02-21 23:00:00","0","Sunday","23"
"1249","0000-00-00 00:00:00","2021-02-22 00:00:00","0","Monday","0"
"1250","0000-00-00 00:00:00","2021-02-22 01:00:00","0","Monday","1"
"1251","0000-00-00 00:00:00","2021-02-22 02:00:00","0","Monday","2"
"1252","0000-00-00 00:00:00","2021-02-22 03:00:00","0","Monday","3"
"1253","0000-00-00 00:00:00","2021-02-22 04:00:00","0","Monday","4"
"1254","0000-00-00 00:00:00","2021-02-22 05:00:00","0","Monday","5"
"1255","0000-00-00 00:00:00","2021-02-22 06:00:00","0","Monday","6"
"1256","0000-00-00 00:00:00","2021-02-22 07:00:00","0","Monday","7"
"1257","0000-00-00 00:00:00","2021-02-22 08:00:00","0","Monday","8"
"1258","0000-00-00 00:00:00","2021-02-22 09:00:00","0","Monday","9"
"1259","0000-00-00 00:00:00","2021-02-22 10:00:00","0","Monday","10"
"1260","0000-00-00 00:00:00","2021-02-22 11:00:00","0","Monday","11"
"1261","0000-00-00 00:00:00","2021-02-22 12:00:00","0","Monday","12"
"1262","0000-00-00 00:00:00","2021-02-22 13:00:00","0","Monday","13"
"1263","0000-00-00 00:00:00","2021-02-22 14:00:00","0","Monday","14"
"1264","0000-00-00 00:00:00","2021-02-22 15:00:00","0","Monday","15"
"1265","0000-00-00 00:00:00","2021-02-22 16:00:00","0","Monday","16"
"1266","0000-00-00 00:00:00","2021-02-22 17:00:00","0","Monday","17"
"1267","0000-00-00 00:00:00","2021-02-22 18:00:00","0","Monday","18"
"1268","0000-00-00 00:00:00","2021-02-22 19:00:00","0","Monday","19"
"1269","0000-00-00 00:00:00","2021-02-22 20:00:00","0","Monday","20"
"1270","0000-00-00 00:00:00","2021-02-22 21:00:00","0","Monday","21"
"1271","0000-00-00 00:00:00","2021-02-22 22:00:00","0","Monday","22"
"1272","0000-00-00 00:00:00","2021-02-22 23:00:00","0","Monday","23"
"1273","0000-00-00 00:00:00","2021-02-23 00:00:00","0","Tuesday","0"
"1274","0000-00-00 00:00:00","2021-02-23 01:00:00","0","Tuesday","1"
"1275","0000-00-00 00:00:00","2021-02-23 02:00:00","0","Tuesday","2"
"1276","0000-00-00 00:00:00","2021-02-23 03:00:00","0","Tuesday","3"
"1277","0000-00-00 00:00:00","2021-02-23 04:00:00","0","Tuesday","4"
"1278","0000-00-00 00:00:00","2021-02-23 05:00:00","0","Tuesday","5"
"1279","0000-00-00 00:00:00","2021-02-23 06:00:00","0","Tuesday","6"
"1280","0000-00-00 00:00:00","2021-02-23 07:00:00","0","Tuesday","7"
"1281","0000-00-00 00:00:00","2021-02-23 08:00:00","0","Tuesday","8"
"1282","0000-00-00 00:00:00","2021-02-23 09:00:00","0","Tuesday","9"
"1283","0000-00-00 00:00:00","2021-02-23 10:00:00","0","Tuesday","10"
"1284","0000-00-00 00:00:00","2021-02-23 11:00:00","0","Tuesday","11"
"1285","0000-00-00 00:00:00","2021-02-23 12:00:00","0","Tuesday","12"
"1286","0000-00-00 00:00:00","2021-02-23 13:00:00","0","Tuesday","13"
"1287","0000-00-00 00:00:00","2021-02-23 14:00:00","0","Tuesday","14"
"1288","0000-00-00 00:00:00","2021-02-23 15:00:00","0","Tuesday","15"
"1289","0000-00-00 00:00:00","2021-02-23 16:00:00","0","Tuesday","16"
"1290","0000-00-00 00:00:00","2021-02-23 17:00:00","0","Tuesday","17"
"1291","0000-00-00 00:00:00","2021-02-23 18:00:00","0","Tuesday","18"
"1292","0000-00-00 00:00:00","2021-02-23 19:00:00","0","Tuesday","19"
"1293","0000-00-00 00:00:00","2021-02-23 20:00:00","0","Tuesday","20"
"1294","0000-00-00 00:00:00","2021-02-23 21:00:00","0","Tuesday","21"
"1295","0000-00-00 00:00:00","2021-02-23 22:00:00","0","Tuesday","22"
"1296","0000-00-00 00:00:00","2021-02-23 23:00:00","0","Tuesday","23"
"1297","0000-00-00 00:00:00","2021-02-24 00:00:00","0","Wednesday","0"
"1298","0000-00-00 00:00:00","2021-02-24 01:00:00","0","Wednesday","1"
"1299","0000-00-00 00:00:00","2021-02-24 02:00:00","0","Wednesday","2"
"1300","0000-00-00 00:00:00","2021-02-24 03:00:00","0","Wednesday","3"
"1301","0000-00-00 00:00:00","2021-02-24 04:00:00","0","Wednesday","4"
"1302","0000-00-00 00:00:00","2021-02-24 05:00:00","0","Wednesday","5"
"1303","0000-00-00 00:00:00","2021-02-24 06:00:00","0","Wednesday","6"
"1304","0000-00-00 00:00:00","2021-02-24 07:00:00","0","Wednesday","7"
"1305","0000-00-00 00:00:00","2021-02-24 08:00:00","0","Wednesday","8"
"1306","0000-00-00 00:00:00","2021-02-24 09:00:00","0","Wednesday","9"
"1307","0000-00-00 00:00:00","2021-02-24 10:00:00","0","Wednesday","10"
"1308","0000-00-00 00:00:00","2021-02-24 11:00:00","0","Wednesday","11"
"1309","0000-00-00 00:00:00","2021-02-24 12:00:00","0","Wednesday","12"
"1310","0000-00-00 00:00:00","2021-02-24 13:00:00","0","Wednesday","13"
"1311","0000-00-00 00:00:00","2021-02-24 14:00:00","0","Wednesday","14"
"1312","0000-00-00 00:00:00","2021-02-24 15:00:00","0","Wednesday","15"
"1313","0000-00-00 00:00:00","2021-02-24 16:00:00","0","Wednesday","16"
"1314","0000-00-00 00:00:00","2021-02-24 17:00:00","0","Wednesday","17"
"1315","0000-00-00 00:00:00","2021-02-24 18:00:00","0","Wednesday","18"
"1316","0000-00-00 00:00:00","2021-02-24 19:00:00","0","Wednesday","19"
"1317","0000-00-00 00:00:00","2021-02-24 20:00:00","0","Wednesday","20"
"1318","0000-00-00 00:00:00","2021-02-24 21:00:00","0","Wednesday","21"
"1319","0000-00-00 00:00:00","2021-02-24 22:00:00","0","Wednesday","22"
"1320","0000-00-00 00:00:00","2021-02-24 23:00:00","0","Wednesday","23"
"1321","0000-00-00 00:00:00","2021-02-25 00:00:00","0","Thursday","0"
"1322","0000-00-00 00:00:00","2021-02-25 01:00:00","0","Thursday","1"
"1323","0000-00-00 00:00:00","2021-02-25 02:00:00","0","Thursday","2"
"1324","0000-00-00 00:00:00","2021-02-25 03:00:00","0","Thursday","3"
"1325","0000-00-00 00:00:00","2021-02-25 04:00:00","0","Thursday","4"
"1326","0000-00-00 00:00:00","2021-02-25 05:00:00","0","Thursday","5"
"1327","0000-00-00 00:00:00","2021-02-25 06:00:00","0","Thursday","6"
"1328","0000-00-00 00:00:00","2021-02-25 07:00:00","0","Thursday","7"
"1329","0000-00-00 00:00:00","2021-02-25 08:00:00","0","Thursday","8"
"1330","0000-00-00 00:00:00","2021-02-25 09:00:00","0","Thursday","9"
"1331","0000-00-00 00:00:00","2021-02-25 10:00:00","0","Thursday","10"
"1332","0000-00-00 00:00:00","2021-02-25 11:00:00","0","Thursday","11"
"1333","0000-00-00 00:00:00","2021-02-25 12:00:00","0","Thursday","12"
"1334","0000-00-00 00:00:00","2021-02-25 13:00:00","0","Thursday","13"
"1335","0000-00-00 00:00:00","2021-02-25 14:00:00","0","Thursday","14"
"1336","0000-00-00 00:00:00","2021-02-25 15:00:00","0","Thursday","15"
"1337","0000-00-00 00:00:00","2021-02-25 16:00:00","0","Thursday","16"
"1338","0000-00-00 00:00:00","2021-02-25 17:00:00","0","Thursday","17"
"1339","0000-00-00 00:00:00","2021-02-25 18:00:00","0","Thursday","18"
"1340","0000-00-00 00:00:00","2021-02-25 19:00:00","0","Thursday","19"
"1341","0000-00-00 00:00:00","2021-02-25 20:00:00","0","Thursday","20"
"1342","0000-00-00 00:00:00","2021-02-25 21:00:00","0","Thursday","21"
"1343","0000-00-00 00:00:00","2021-02-25 22:00:00","0","Thursday","22"
"1344","0000-00-00 00:00:00","2021-02-25 23:00:00","0","Thursday","23"
"1345","0000-00-00 00:00:00","2021-02-26 00:00:00","0","Friday","0"
"1346","0000-00-00 00:00:00","2021-02-26 01:00:00","0","Friday","1"
"1347","0000-00-00 00:00:00","2021-02-26 02:00:00","0","Friday","2"
"1348","0000-00-00 00:00:00","2021-02-26 03:00:00","0","Friday","3"
"1349","0000-00-00 00:00:00","2021-02-26 04:00:00","0","Friday","4"
"1350","0000-00-00 00:00:00","2021-02-26 05:00:00","0","Friday","5"
"1351","0000-00-00 00:00:00","2021-02-26 06:00:00","0","Friday","6"
"1352","0000-00-00 00:00:00","2021-02-26 07:00:00","0","Friday","7"
"1353","0000-00-00 00:00:00","2021-02-26 08:00:00","0","Friday","8"
"1354","0000-00-00 00:00:00","2021-02-26 09:00:00","0","Friday","9"
"1355","0000-00-00 00:00:00","2021-02-26 10:00:00","0","Friday","10"
"1356","0000-00-00 00:00:00","2021-02-26 11:00:00","0","Friday","11"
"1357","0000-00-00 00:00:00","2021-02-26 12:00:00","0","Friday","12"
"1358","0000-00-00 00:00:00","2021-02-26 13:00:00","0","Friday","13"
"1359","0000-00-00 00:00:00","2021-02-26 14:00:00","0","Friday","14"
"1360","0000-00-00 00:00:00","2021-02-26 15:00:00","0","Friday","15"
"1361","0000-00-00 00:00:00","2021-02-26 16:00:00","0","Friday","16"
"1362","0000-00-00 00:00:00","2021-02-26 17:00:00","0","Friday","17"
"1363","0000-00-00 00:00:00","2021-02-26 18:00:00","0","Friday","18"
"1364","0000-00-00 00:00:00","2021-02-26 19:00:00","0","Friday","19"
"1365","0000-00-00 00:00:00","2021-02-26 20:00:00","0","Friday","20"
"1366","0000-00-00 00:00:00","2021-02-26 21:00:00","0","Friday","21"
"1367","0000-00-00 00:00:00","2021-02-26 22:00:00","0","Friday","22"
"1368","0000-00-00 00:00:00","2021-02-26 23:00:00","0","Friday","23"
"1369","0000-00-00 00:00:00","2021-02-27 00:00:00","0","Saturday","0"
"1370","0000-00-00 00:00:00","2021-02-27 01:00:00","0","Saturday","1"
"1371","0000-00-00 00:00:00","2021-02-27 02:00:00","0","Saturday","2"
"1372","0000-00-00 00:00:00","2021-02-27 03:00:00","0","Saturday","3"
"1373","0000-00-00 00:00:00","2021-02-27 04:00:00","0","Saturday","4"
"1374","0000-00-00 00:00:00","2021-02-27 05:00:00","0","Saturday","5"
"1375","0000-00-00 00:00:00","2021-02-27 06:00:00","0","Saturday","6"
"1376","0000-00-00 00:00:00","2021-02-27 07:00:00","0","Saturday","7"
"1377","0000-00-00 00:00:00","2021-02-27 08:00:00","0","Saturday","8"
"1378","0000-00-00 00:00:00","2021-02-27 09:00:00","0","Saturday","9"
"1379","0000-00-00 00:00:00","2021-02-27 10:00:00","0","Saturday","10"
"1380","0000-00-00 00:00:00","2021-02-27 11:00:00","0","Saturday","11"
"1381","0000-00-00 00:00:00","2021-02-27 12:00:00","0","Saturday","12"
"1382","0000-00-00 00:00:00","2021-02-27 13:00:00","0","Saturday","13"
"1383","0000-00-00 00:00:00","2021-02-27 14:00:00","0","Saturday","14"
"1384","0000-00-00 00:00:00","2021-02-27 15:00:00","0","Saturday","15"
"1385","0000-00-00 00:00:00","2021-02-27 16:00:00","0","Saturday","16"
"1386","0000-00-00 00:00:00","2021-02-27 17:00:00","0","Saturday","17"
"1387","0000-00-00 00:00:00","2021-02-27 18:00:00","0","Saturday","18"
"1388","0000-00-00 00:00:00","2021-02-27 19:00:00","0","Saturday","19"
"1389","0000-00-00 00:00:00","2021-02-27 20:00:00","0","Saturday","20"
"1390","0000-00-00 00:00:00","2021-02-27 21:00:00","0","Saturday","21"
"1391","0000-00-00 00:00:00","2021-02-27 22:00:00","0","Saturday","22"
"1392","0000-00-00 00:00:00","2021-02-27 23:00:00","0","Saturday","23"
"1393","0000-00-00 00:00:00","2021-02-28 00:00:00","0","Sunday","0"
"1394","0000-00-00 00:00:00","2021-02-28 01:00:00","0","Sunday","1"
"1395","0000-00-00 00:00:00","2021-02-28 02:00:00","0","Sunday","2"
"1396","0000-00-00 00:00:00","2021-02-28 03:00:00","0","Sunday","3"
"1397","0000-00-00 00:00:00","2021-02-28 04:00:00","0","Sunday","4"
"1398","0000-00-00 00:00:00","2021-02-28 05:00:00","0","Sunday","5"
"1399","0000-00-00 00:00:00","2021-02-28 06:00:00","0","Sunday","6"
"1400","0000-00-00 00:00:00","2021-02-28 07:00:00","0","Sunday","7"
"1401","0000-00-00 00:00:00","2021-02-28 08:00:00","0","Sunday","8"
"1402","0000-00-00 00:00:00","2021-02-28 09:00:00","0","Sunday","9"
"1403","0000-00-00 00:00:00","2021-02-28 10:00:00","0","Sunday","10"
"1404","0000-00-00 00:00:00","2021-02-28 11:00:00","0","Sunday","11"
"1405","0000-00-00 00:00:00","2021-02-28 12:00:00","0","Sunday","12"
"1406","0000-00-00 00:00:00","2021-02-28 13:00:00","0","Sunday","13"
"1407","0000-00-00 00:00:00","2021-02-28 14:00:00","0","Sunday","14"
"1408","0000-00-00 00:00:00","2021-02-28 15:00:00","0","Sunday","15"
"1409","0000-00-00 00:00:00","2021-02-28 16:00:00","0","Sunday","16"
"1410","0000-00-00 00:00:00","2021-02-28 17:00:00","0","Sunday","17"
"1411","0000-00-00 00:00:00","2021-02-28 18:00:00","0","Sunday","18"
"1412","0000-00-00 00:00:00","2021-02-28 19:00:00","0","Sunday","19"
"1413","0000-00-00 00:00:00","2021-02-28 20:00:00","0","Sunday","20"
"1414","0000-00-00 00:00:00","2021-02-28 21:00:00","0","Sunday","21"
"1415","0000-00-00 00:00:00","2021-02-28 22:00:00","0","Sunday","22"
"1416","0000-00-00 00:00:00","2021-02-28 23:00:00","0","Sunday","23"
"1417","0000-00-00 00:00:00","2021-03-01 00:00:00","0","Monday","0"
"1418","0000-00-00 00:00:00","2021-03-01 01:00:00","0","Monday","1"
"1419","0000-00-00 00:00:00","2021-03-01 02:00:00","0","Monday","2"
"1420","0000-00-00 00:00:00","2021-03-01 03:00:00","0","Monday","3"
"1421","0000-00-00 00:00:00","2021-03-01 04:00:00","0","Monday","4"
"1422","0000-00-00 00:00:00","2021-03-01 05:00:00","0","Monday","5"
"1423","0000-00-00 00:00:00","2021-03-01 06:00:00","0","Monday","6"
"1424","0000-00-00 00:00:00","2021-03-01 07:00:00","0","Monday","7"
"1425","0000-00-00 00:00:00","2021-03-01 08:00:00","0","Monday","8"
"1426","0000-00-00 00:00:00","2021-03-01 09:00:00","0","Monday","9"
"1427","0000-00-00 00:00:00","2021-03-01 10:00:00","0","Monday","10"
"1428","0000-00-00 00:00:00","2021-03-01 11:00:00","0","Monday","11"
"1429","0000-00-00 00:00:00","2021-03-01 12:00:00","0","Monday","12"
"1430","0000-00-00 00:00:00","2021-03-01 13:00:00","0","Monday","13"
"1431","0000-00-00 00:00:00","2021-03-01 14:00:00","0","Monday","14"
"1432","0000-00-00 00:00:00","2021-03-01 15:00:00","0","Monday","15"
"1433","0000-00-00 00:00:00","2021-03-01 16:00:00","0","Monday","16"
"1434","0000-00-00 00:00:00","2021-03-01 17:00:00","0","Monday","17"
"1435","0000-00-00 00:00:00","2021-03-01 18:00:00","0","Monday","18"
"1436","0000-00-00 00:00:00","2021-03-01 19:00:00","0","Monday","19"
"1437","0000-00-00 00:00:00","2021-03-01 20:00:00","0","Monday","20"
"1438","0000-00-00 00:00:00","2021-03-01 21:00:00","0","Monday","21"
"1439","0000-00-00 00:00:00","2021-03-01 22:00:00","0","Monday","22"
"1440","0000-00-00 00:00:00","2021-03-01 23:00:00","0","Monday","23"
"1441","0000-00-00 00:00:00","2021-03-02 00:00:00","0","Tuesday","0"
"1442","0000-00-00 00:00:00","2021-03-02 01:00:00","0","Tuesday","1"
"1443","0000-00-00 00:00:00","2021-03-02 02:00:00","0","Tuesday","2"
"1444","0000-00-00 00:00:00","2021-03-02 03:00:00","0","Tuesday","3"
"1445","0000-00-00 00:00:00","2021-03-02 04:00:00","0","Tuesday","4"
"1446","0000-00-00 00:00:00","2021-03-02 05:00:00","0","Tuesday","5"
"1447","0000-00-00 00:00:00","2021-03-02 06:00:00","0","Tuesday","6"
"1448","0000-00-00 00:00:00","2021-03-02 07:00:00","0","Tuesday","7"
"1449","0000-00-00 00:00:00","2021-03-02 08:00:00","0","Tuesday","8"
"1450","0000-00-00 00:00:00","2021-03-02 09:00:00","0","Tuesday","9"
"1451","0000-00-00 00:00:00","2021-03-02 10:00:00","0","Tuesday","10"
"1452","0000-00-00 00:00:00","2021-03-02 11:00:00","0","Tuesday","11"
"1453","0000-00-00 00:00:00","2021-03-02 12:00:00","0","Tuesday","12"
"1454","0000-00-00 00:00:00","2021-03-02 13:00:00","0","Tuesday","13"
"1455","0000-00-00 00:00:00","2021-03-02 14:00:00","0","Tuesday","14"
"1456","0000-00-00 00:00:00","2021-03-02 15:00:00","0","Tuesday","15"
"1457","0000-00-00 00:00:00","2021-03-02 16:00:00","0","Tuesday","16"
"1458","0000-00-00 00:00:00","2021-03-02 17:00:00","0","Tuesday","17"
"1459","0000-00-00 00:00:00","2021-03-02 18:00:00","0","Tuesday","18"
"1460","0000-00-00 00:00:00","2021-03-02 19:00:00","0","Tuesday","19"
"1461","0000-00-00 00:00:00","2021-03-02 20:00:00","0","Tuesday","20"
"1462","0000-00-00 00:00:00","2021-03-02 21:00:00","0","Tuesday","21"
"1463","0000-00-00 00:00:00","2021-03-02 22:00:00","0","Tuesday","22"
"1464","0000-00-00 00:00:00","2021-03-02 23:00:00","0","Tuesday","23"
"1465","0000-00-00 00:00:00","2021-03-03 00:00:00","0","Wednesday","0"
"1466","0000-00-00 00:00:00","2021-03-03 01:00:00","0","Wednesday","1"
"1467","0000-00-00 00:00:00","2021-03-03 02:00:00","0","Wednesday","2"
"1468","0000-00-00 00:00:00","2021-03-03 03:00:00","0","Wednesday","3"
"1469","0000-00-00 00:00:00","2021-03-03 04:00:00","0","Wednesday","4"
"1470","0000-00-00 00:00:00","2021-03-03 05:00:00","0","Wednesday","5"
"1471","0000-00-00 00:00:00","2021-03-03 06:00:00","0","Wednesday","6"
"1472","0000-00-00 00:00:00","2021-03-03 07:00:00","0","Wednesday","7"
"1473","0000-00-00 00:00:00","2021-03-03 08:00:00","0","Wednesday","8"
"1474","0000-00-00 00:00:00","2021-03-03 09:00:00","0","Wednesday","9"
"1475","0000-00-00 00:00:00","2021-03-03 10:00:00","0","Wednesday","10"
"1476","0000-00-00 00:00:00","2021-03-03 11:00:00","0","Wednesday","11"
"1477","0000-00-00 00:00:00","2021-03-03 12:00:00","0","Wednesday","12"
"1478","0000-00-00 00:00:00","2021-03-03 13:00:00","0","Wednesday","13"
"1479","0000-00-00 00:00:00","2021-03-03 14:00:00","0","Wednesday","14"
"1480","0000-00-00 00:00:00","2021-03-03 15:00:00","0","Wednesday","15"
"1481","0000-00-00 00:00:00","2021-03-03 16:00:00","0","Wednesday","16"
"1482","0000-00-00 00:00:00","2021-03-03 17:00:00","0","Wednesday","17"
"1483","0000-00-00 00:00:00","2021-03-03 18:00:00","0","Wednesday","18"
"1484","0000-00-00 00:00:00","2021-03-03 19:00:00","0","Wednesday","19"
"1485","0000-00-00 00:00:00","2021-03-03 20:00:00","0","Wednesday","20"
"1486","0000-00-00 00:00:00","2021-03-03 21:00:00","0","Wednesday","21"
"1487","0000-00-00 00:00:00","2021-03-03 22:00:00","0","Wednesday","22"
"1488","0000-00-00 00:00:00","2021-03-03 23:00:00","0","Wednesday","23"
"1489","0000-00-00 00:00:00","2021-03-04 00:00:00","0","Thursday","0"
"1490","0000-00-00 00:00:00","2021-03-04 01:00:00","0","Thursday","1"
"1491","0000-00-00 00:00:00","2021-03-04 02:00:00","0","Thursday","2"
"1492","0000-00-00 00:00:00","2021-03-04 03:00:00","0","Thursday","3"
"1493","0000-00-00 00:00:00","2021-03-04 04:00:00","0","Thursday","4"
"1494","0000-00-00 00:00:00","2021-03-04 05:00:00","0","Thursday","5"
"1495","0000-00-00 00:00:00","2021-03-04 06:00:00","0","Thursday","6"
"1496","0000-00-00 00:00:00","2021-03-04 07:00:00","0","Thursday","7"
"1497","0000-00-00 00:00:00","2021-03-04 08:00:00","0","Thursday","8"
"1498","0000-00-00 00:00:00","2021-03-04 09:00:00","0","Thursday","9"
"1499","0000-00-00 00:00:00","2021-03-04 10:00:00","0","Thursday","10"
"1500","0000-00-00 00:00:00","2021-03-04 11:00:00","0","Thursday","11"
"1501","0000-00-00 00:00:00","2021-03-04 12:00:00","0","Thursday","12"
"1502","0000-00-00 00:00:00","2021-03-04 13:00:00","0","Thursday","13"
"1503","0000-00-00 00:00:00","2021-03-04 14:00:00","0","Thursday","14"
"1504","0000-00-00 00:00:00","2021-03-04 15:00:00","0","Thursday","15"
"1505","0000-00-00 00:00:00","2021-03-04 16:00:00","0","Thursday","16"
"1506","0000-00-00 00:00:00","2021-03-04 17:00:00","0","Thursday","17"
"1507","0000-00-00 00:00:00","2021-03-04 18:00:00","0","Thursday","18"
"1508","0000-00-00 00:00:00","2021-03-04 19:00:00","0","Thursday","19"
"1509","0000-00-00 00:00:00","2021-03-04 20:00:00","0","Thursday","20"
"1510","0000-00-00 00:00:00","2021-03-04 21:00:00","0","Thursday","21"
"1511","0000-00-00 00:00:00","2021-03-04 22:00:00","0","Thursday","22"
"1512","0000-00-00 00:00:00","2021-03-04 23:00:00","0","Thursday","23"
"1513","0000-00-00 00:00:00","2021-03-05 00:00:00","0","Friday","0"
"1514","0000-00-00 00:00:00","2021-03-05 01:00:00","0","Friday","1"
"1515","0000-00-00 00:00:00","2021-03-05 02:00:00","0","Friday","2"
"1516","0000-00-00 00:00:00","2021-03-05 03:00:00","0","Friday","3"
"1517","0000-00-00 00:00:00","2021-03-05 04:00:00","0","Friday","4"
"1518","0000-00-00 00:00:00","2021-03-05 05:00:00","0","Friday","5"
"1519","0000-00-00 00:00:00","2021-03-05 06:00:00","0","Friday","6"
"1520","0000-00-00 00:00:00","2021-03-05 07:00:00","0","Friday","7"
"1521","0000-00-00 00:00:00","2021-03-05 08:00:00","0","Friday","8"
"1522","0000-00-00 00:00:00","2021-03-05 09:00:00","0","Friday","9"
"1523","0000-00-00 00:00:00","2021-03-05 10:00:00","0","Friday","10"
"1524","0000-00-00 00:00:00","2021-03-05 11:00:00","0","Friday","11"
"1525","0000-00-00 00:00:00","2021-03-05 12:00:00","0","Friday","12"
"1526","0000-00-00 00:00:00","2021-03-05 13:00:00","0","Friday","13"
"1527","0000-00-00 00:00:00","2021-03-05 14:00:00","0","Friday","14"
"1528","0000-00-00 00:00:00","2021-03-05 15:00:00","0","Friday","15"
"1529","0000-00-00 00:00:00","2021-03-05 16:00:00","0","Friday","16"
"1530","0000-00-00 00:00:00","2021-03-05 17:00:00","0","Friday","17"
"1531","0000-00-00 00:00:00","2021-03-05 18:00:00","0","Friday","18"
"1532","0000-00-00 00:00:00","2021-03-05 19:00:00","0","Friday","19"
"1533","0000-00-00 00:00:00","2021-03-05 20:00:00","0","Friday","20"
"1534","0000-00-00 00:00:00","2021-03-05 21:00:00","0","Friday","21"
"1535","0000-00-00 00:00:00","2021-03-05 22:00:00","0","Friday","22"
"1536","0000-00-00 00:00:00","2021-03-05 23:00:00","0","Friday","23"
"1537","0000-00-00 00:00:00","2021-03-06 00:00:00","0","Saturday","0"
"1538","0000-00-00 00:00:00","2021-03-06 01:00:00","0","Saturday","1"
"1539","0000-00-00 00:00:00","2021-03-06 02:00:00","0","Saturday","2"
"1540","0000-00-00 00:00:00","2021-03-06 03:00:00","0","Saturday","3"
"1541","0000-00-00 00:00:00","2021-03-06 04:00:00","0","Saturday","4"
"1542","0000-00-00 00:00:00","2021-03-06 05:00:00","0","Saturday","5"
"1543","0000-00-00 00:00:00","2021-03-06 06:00:00","0","Saturday","6"
"1544","0000-00-00 00:00:00","2021-03-06 07:00:00","0","Saturday","7"
"1545","0000-00-00 00:00:00","2021-03-06 08:00:00","0","Saturday","8"
"1546","0000-00-00 00:00:00","2021-03-06 09:00:00","0","Saturday","9"
"1547","0000-00-00 00:00:00","2021-03-06 10:00:00","0","Saturday","10"
"1548","0000-00-00 00:00:00","2021-03-06 11:00:00","0","Saturday","11"
"1549","0000-00-00 00:00:00","2021-03-06 12:00:00","0","Saturday","12"
"1550","0000-00-00 00:00:00","2021-03-06 13:00:00","0","Saturday","13"
"1551","0000-00-00 00:00:00","2021-03-06 14:00:00","0","Saturday","14"
"1552","0000-00-00 00:00:00","2021-03-06 15:00:00","0","Saturday","15"
"1553","0000-00-00 00:00:00","2021-03-06 16:00:00","0","Saturday","16"
"1554","0000-00-00 00:00:00","2021-03-06 17:00:00","0","Saturday","17"
"1555","0000-00-00 00:00:00","2021-03-06 18:00:00","0","Saturday","18"
"1556","0000-00-00 00:00:00","2021-03-06 19:00:00","0","Saturday","19"
"1557","0000-00-00 00:00:00","2021-03-06 20:00:00","0","Saturday","20"
"1558","0000-00-00 00:00:00","2021-03-06 21:00:00","0","Saturday","21"
"1559","0000-00-00 00:00:00","2021-03-06 22:00:00","0","Saturday","22"
"1560","0000-00-00 00:00:00","2021-03-06 23:00:00","0","Saturday","23"
"1561","0000-00-00 00:00:00","2021-03-07 00:00:00","0","Sunday","0"
"1562","0000-00-00 00:00:00","2021-03-07 01:00:00","0","Sunday","1"
"1563","0000-00-00 00:00:00","2021-03-07 02:00:00","0","Sunday","2"
"1564","0000-00-00 00:00:00","2021-03-07 03:00:00","0","Sunday","3"
"1565","0000-00-00 00:00:00","2021-03-07 04:00:00","0","Sunday","4"
"1566","0000-00-00 00:00:00","2021-03-07 05:00:00","0","Sunday","5"
"1567","0000-00-00 00:00:00","2021-03-07 06:00:00","0","Sunday","6"
"1568","0000-00-00 00:00:00","2021-03-07 07:00:00","0","Sunday","7"
"1569","0000-00-00 00:00:00","2021-03-07 08:00:00","0","Sunday","8"
"1570","0000-00-00 00:00:00","2021-03-07 09:00:00","0","Sunday","9"
"1571","0000-00-00 00:00:00","2021-03-07 10:00:00","0","Sunday","10"
"1572","0000-00-00 00:00:00","2021-03-07 11:00:00","0","Sunday","11"
"1573","0000-00-00 00:00:00","2021-03-07 12:00:00","0","Sunday","12"
"1574","0000-00-00 00:00:00","2021-03-07 13:00:00","0","Sunday","13"
"1575","0000-00-00 00:00:00","2021-03-07 14:00:00","0","Sunday","14"
"1576","0000-00-00 00:00:00","2021-03-07 15:00:00","0","Sunday","15"
"1577","0000-00-00 00:00:00","2021-03-07 16:00:00","0","Sunday","16"
"1578","0000-00-00 00:00:00","2021-03-07 17:00:00","0","Sunday","17"
"1579","0000-00-00 00:00:00","2021-03-07 18:00:00","0","Sunday","18"
"1580","0000-00-00 00:00:00","2021-03-07 19:00:00","0","Sunday","19"
"1581","0000-00-00 00:00:00","2021-03-07 20:00:00","0","Sunday","20"
"1582","0000-00-00 00:00:00","2021-03-07 21:00:00","0","Sunday","21"
"1583","0000-00-00 00:00:00","2021-03-07 22:00:00","0","Sunday","22"
"1584","0000-00-00 00:00:00","2021-03-07 23:00:00","0","Sunday","23"
"1585","0000-00-00 00:00:00","2021-03-08 00:00:00","0","Monday","0"
"1586","0000-00-00 00:00:00","2021-03-08 01:00:00","0","Monday","1"
